hpf,lpf,harmonics,window_s,ema_alpha,accuracy,L_accuracy,R_accuracy,n_trials,lat_first_p50_ms,lat_first_p95_ms,lat_sus_p50_ms,lat_sus_p95_ms,lat_sus_n
12.0,80.0,1,0.5,0.9,0.5,0.0,1.0,40,64.00001049041748,4140.1499271392795,57.99996852874756,92.20000505447389,20
12.0,80.0,10,4.0,0.3,0.85,0.9,0.8,40,614.4999265670776,2443.350136280059,1068.000078201294,4011.5999698638907,32
8.0,60.0,10,2.5,0.0,0.7,1.0,0.4,40,574.0001201629639,3218.5999989509583,420.0000762939453,2928.450071811675,30
8.0,80.0,7,2.5,0.3,0.675,1.0,0.35,40,1026.0000228881836,6018.849897384642,483.99996757507324,3088.3999347686768,32
3.0,90.0,7,2.5,0.3,0.65,1.0,0.3,40,454.0001153945923,3640.050029754637,480.0000190734863,4638.199806213377,33
25.0,45.0,5,2.5,0.5,0.525,1.0,0.05,40,483.99996757507324,5282.999873161316,388.0000114440918,4300.200104713439,27
16.0,45.0,3,4.0,0.0,0.725,0.8,0.65,40,740.0000095367432,4382.999968528748,1115.9999370574951,3909.0000629425035,33
25.0,45.0,1,1.0,0.5,0.525,0.15,0.9,40,272.0000743865967,3006.049919128417,518.0000066757202,5162.000000476837,36
16.0,90.0,7,2.5,0.3,0.775,1.0,0.55,40,422.00005054473877,3038.000047206878,487.99991607666016,3073.0000019073477,37
16.0,45.0,5,0.5,0.3,0.525,1.0,0.05,40,184.00001525878906,1187.4000191688535,333.9998722076416,2304.800128936766,40
8.0,90.0,7,1.5,0.5,0.6,1.0,0.2,40,267.99988746643066,2849.799919128416,261.99984550476074,3590.2000188827496,34
8.0,90.0,5,1.5,0.9,0.55,1.0,0.1,40,185.99998950958252,5946.200025081632,162.00006008148193,4670.750141143799,26
16.0,80.0,3,1.5,0.7,0.85,0.95,0.75,40,283.9999198913574,2497.799992561341,292.00005531311035,2419.399929046629,37
3.0,30.0,7,4.0,0.9,0.5,1.0,0.0,40,599.9999046325684,5840.399932861327,595.9999561309814,4600.699996948241,23
3.0,45.0,1,2.5,0.9,0.65,1.0,0.3,40,388.0000114440918,4569.000005722046,434.00001525878906,4623.000001907346,30
12.0,80.0,10,1.5,0.3,0.9,0.9,0.9,40,296.00000381469727,1476.6001343727085,983.9999675750732,2556.899976730348,39
8.0,45.0,10,1.5,0.3,0.675,1.0,0.35,40,267.99988746643066,3478.1999826431293,513.9999389648438,2629.400050640105,34
16.0,30.0,5,1.0,0.7,0.775,1.0,0.55,40,281.9998264312744,2949.9998331069896,281.9998264312744,2320.2000260353075,38
12.0,45.0,5,4.0,0.3,0.8,0.85,0.75,40,664.4999980926514,4583.9999079704285,720.9999561309814,3348.5000133514404,31
16.0,90.0,7,4.0,0.9,0.525,0.95,0.1,40,608.9999675750732,5376.099944114685,599.9999046325684,4190.999984741209,23
3.0,45.0,10,4.0,0.5,0.7,0.95,0.45,40,694.0000057220459,4963.99998664856,730.4999828338623,4662.999951839446,30
25.0,45.0,3,1.0,0.5,0.675,0.6,0.75,40,298.0000972747803,1416.650128364563,671.9999313354492,3903.7999868392953,39
25.0,90.0,10,0.5,0.9,0.5,1.0,0.0,40,69.99993324279785,3011.0000371932983,67.99983978271484,3488.2000446319526,25
25.0,45.0,5,0.5,0.9,0.5,1.0,0.0,40,52.00004577636719,2300.199842453002,52.00004577636719,2300.199842453002,23
3.0,90.0,3,0.5,0.5,0.6,1.0,0.2,40,259.99999046325684,2072.950041294095,519.9999809265137,4132.200121879579,39
8.0,60.0,7,1.5,0.9,0.575,1.0,0.15,40,202.00002193450928,6132.950031757354,187.99996376037598,5494.200134277341,29
16.0,60.0,1,4.0,0.3,0.5,0.0,1.0,40,445.99997997283936,781.7501306533813,445.99997997283936,781.7501306533813,20
8.0,80.0,5,1.0,0.5,0.5,1.0,0.0,40,191.9999122619629,3495.1499223709066,191.9999122619629,2819.749915599822,34
16.0,90.0,10,2.5,0.5,0.725,1.0,0.45,40,466.0000801086426,3137.000012397765,391.9999599456787,3856.9998741149893,35
25.0,60.0,7,4.0,0.7,0.525,0.8,0.25,40,1289.9999618530273,5339.999973773954,1149.999976158142,4745.750069618225,26
25.0,90.0,5,1.0,0.3,0.525,0.75,0.3,40,238.0000352859497,1571.3500022888184,750.499963760376,3620.9999918937683,36
12.0,90.0,7,1.0,0.9,0.8,0.8,0.8,40,185.99998950958252,1803.400135040282,207.99994468688965,2422.1000671386723,39
3.0,60.0,5,4.0,0.0,0.7,0.8,0.6,40,1180.0000667572021,4254.999995231629,2209.999918937683,4680.249965190887,32
12.0,80.0,10,4.0,0.7,0.85,0.9,0.8,40,730.4999828338623,3306.650090217586,1171.9999313354492,3621.000051498411,34
16.0,60.0,5,0.5,0.5,0.625,1.0,0.25,40,113.99996280670166,1022.2000360488887,333.9998722076416,2950.2499938011147,40
16.0,90.0,5,1.0,0.3,0.65,1.0,0.3,40,151.99995040893555,1078.2499790191619,216.00008010864258,3929.0001392364507,39
25.0,45.0,7,4.0,0.9,0.475,0.95,0.0,40,504.00006771087646,851.4000058174149,452.0001411437988,722.8999614715575,19
16.0,30.0,10,0.5,0.9,0.525,1.0,0.05,40,221.9998836517334,5878.350019454956,87.99982070922852,6038.8999938964835,35
8.0,80.0,10,0.5,0.5,0.5,1.0,0.0,40,245.99993228912354,2494.4001555442765,245.99993228912354,5084.250032901764,36
3.0,80.0,5,0.5,0.0,0.65,1.0,0.3,40,184.00001525878906,1211.4501714706419,419.9998378753662,4023.39997291565,39
3.0,80.0,7,0.5,0.0,0.65,1.0,0.3,40,169.99995708465576,1288.5499596595757,377.9999017715454,4026.5999794006343,38
8.0,60.0,3,1.0,0.3,0.6,1.0,0.2,40,185.99998950958252,2478.049957752226,195.9998607635498,3034.600043296812,35
3.0,30.0,5,1.5,0.3,0.675,1.0,0.35,40,267.99988746643066,4385.100030899051,287.99986839294434,4562.599968910216,35
8.0,30.0,7,1.0,0.0,0.625,1.0,0.25,40,185.99998950958252,3315.050077438354,567.9998397827148,3576.9999980926486,37
8.0,80.0,5,0.5,0.0,0.5,1.0,0.0,40,169.99995708465576,1824.0500807762137,269.9999809265137,4999.2000579833975,34
16.0,45.0,5,0.5,0.9,0.5,1.0,0.0,40,87.99982070922852,4717.400002479549,82.00013637542725,3625.000035762786,32
25.0,90.0,1,1.5,0.3,0.5,0.1,0.9,40,358.0000400543213,1938.8000845909116,1184.000015258789,3343.0001735687256,31
12.0,80.0,5,1.5,0.9,0.8,0.85,0.75,40,621.0000514984131,2997.600078582763,916.0001277923584,3003.9000511169434,35
8.0,30.0,7,0.5,0.3,0.5,1.0,0.0,40,169.99995708465576,2618.349885940548,277.99999713897705,4220.0000286102295,38
12.0,60.0,1,1.0,0.5,0.5,0.0,1.0,40,180.00006675720215,3880.4999589920044,176.00011825561523,3257.100105285644,27
16.0,90.0,1,1.5,0.7,0.5,0.0,1.0,40,164.49999809265137,292.2000527381897,164.49999809265137,292.2000527381897,20
12.0,30.0,5,1.5,0.0,0.925,0.95,0.9,40,245.99993228912354,1145.9499478340138,740.0000095367432,2963.000059127808,39
8.0,45.0,10,1.5,0.7,0.675,1.0,0.35,40,245.99993228912354,3030.1499843597408,245.99993228912354,3208.600068092346,32
12.0,80.0,1,0.5,0.3,0.5,0.0,1.0,40,95.99995613098145,4978.599834442137,90.00003337860107,4667.399907112117,30
8.0,90.0,3,1.0,0.5,0.6,1.0,0.2,40,184.00001525878906,4162.800073623647,180.00006675720215,3789.0001296997066,33
8.0,30.0,1,2.5,0.5,0.725,1.0,0.45,40,483.99996757507324,6271.4001536369315,388.0000114440918,3178.3999919891344,33
16.0,60.0,1,0.5,0.0,0.5,0.0,1.0,40,92.00000762939453,5821.700024604796,70.0000524520874,1949.7501254081712,22
12.0,90.0,1,1.5,0.5,0.5,0.0,1.0,40,268.0000066757202,4602.200007438659,279.9999713897705,4644.600009918213,27
8.0,80.0,1,0.5,0.3,0.475,0.95,0.0,40,199.99992847442627,3619.0001964569087,236.00006103515625,4292.100191116327,35
16.0,60.0,3,2.5,0.0,0.825,0.9,0.75,40,490.00000953674316,2186.1999988555904,891.9999599456787,3896.1997985839835,33
3.0,80.0,5,0.5,0.3,0.7,1.0,0.4,40,184.00001525878906,1647.050106525421,399.99985694885254,3779.40001487732,39
8.0,80.0,3,4.0,0.7,0.575,1.0,0.15,40,608.9999675750732,4761.199951171875,622.5000619888306,4632.450008392333,28
16.0,45.0,3,1.5,0.7,0.875,0.95,0.8,40,226.0000705718994,2376.60000324249,267.99988746643066,2375.3999710083,37
3.0,45.0,7,2.5,0.0,0.725,1.0,0.45,40,480.0000190734863,2704.60011959076,942.0000314712524,3613.4000420570374,30
25.0,90.0,3,4.0,0.7,0.5,0.15,0.85,40,781.0001373291016,4702.999949455261,726.5000343322754,5337.75007724762,26
25.0,90.0,1,2.5,0.5,0.525,0.15,0.9,40,483.99996757507324,3304.7499656677246,391.9999599456787,3017.599964141842,25
8.0,80.0,10,2.5,0.3,0.675,1.0,0.35,40,1026.0000228881836,3830.4000020027097,483.99996757507324,3088.3999347686768,32
8.0,45.0,3,1.5,0.9,0.575,1.0,0.15,40,187.99996376037598,4994.600057601927,185.99998950958252,4320.8001255989075,28
16.0,45.0,3,1.0,0.9,0.775,1.0,0.55,40,185.99998950958252,3188.2000088691707,182.0000410079956,3181.999981403351,36
3.0,30.0,3,4.0,0.3,0.7,1.0,0.4,40,671.9999313354492,4590.900063514709,718.500018119812,4390.2000188827515,32
25.0,80.0,5,1.0,0.7,0.7,1.0,0.4,40,148.00000190734863,1669.29988861084,277.9998779296875,3435.0000619888306,36
25.0,80.0,1,4.0,0.0,0.575,0.3,0.85,40,730.4999828338623,4371.9998955726605,2716.0000801086426,4168.199920654296,25
12.0,30.0,10,1.5,0.9,0.8,0.85,0.75,40,269.9998617172241,3735.5500102043143,601.9999980926514,3735.5500102043143,40
8.0,90.0,5,0.5,0.3,0.5,1.0,0.0,40,199.99992847442627,2768.2000994682226,92.00000762939453,4877.399969100952,30
3.0,60.0,7,4.0,0.0,0.65,0.65,0.65,40,796.0000038146973,4638.999915122987,1983.9999675750732,5044.000053405761,33
16.0,30.0,10,1.0,0.3,0.8,1.0,0.6,40,174.50010776519775,1439.4500613212501,519.9999809265137,2549.999976158137,40
8.0,30.0,10,1.5,0.5,0.675,1.0,0.35,40,255.99980354309082,3463.799977302553,267.99988746643066,3688.59996795654,35
12.0,45.0,10,4.0,0.7,0.775,0.75,0.8,40,1149.0001678466797,5717.10011959076,1149.0001678466797,3710.600042343139,33
25.0,80.0,5,0.5,0.0,0.65,0.95,0.35,40,133.99994373321533,936.6501212120044,803.9999008178711,4184.999978542328,38
25.0,90.0,10,0.5,0.3,0.5,1.0,0.0,40,92.00000762939453,2865.599942207333,100.00014305114746,5253.000020980835,31
12.0,60.0,3,4.0,0.0,0.75,0.65,0.85,40,696.4999437332153,3316.6000843048078,768.0000066757202,2872.850048542021,30
3.0,90.0,7,2.5,0.9,0.575,1.0,0.15,40,420.0000762939453,6756.349992752072,384.0000629425049,4141.799974441528,27
25.0,45.0,7,0.5,0.3,0.5,1.0,0.0,40,90.00003337860107,1590.1998877525325,469.99990940093994,5074.000000953674,36
12.0,80.0,7,2.5,0.9,0.725,0.75,0.7,40,1914.4999980926514,3882.999897003174,2055.999994277954,4007.10003376007,35
8.0,30.0,3,1.0,0.3,0.625,1.0,0.25,40,195.9998607635498,3581.300139427186,389.9998664855957,3680.000102519988,38
8.0,45.0,7,4.0,0.3,0.7,1.0,0.4,40,716.0000801086426,4618.200063705444,676.0001182556152,4215.600085258482,30
3.0,30.0,7,4.0,0.0,0.7,1.0,0.4,40,671.9999313354492,4795.400047302245,716.0000801086426,3901.0000228881836,31
8.0,80.0,3,1.0,0.5,0.5,1.0,0.0,40,185.99998950958252,3665.149962902065,187.99996376037598,3769.0001249313345,35
12.0,60.0,7,0.5,0.0,0.725,0.65,0.8,40,185.99998950958252,656.049907207489,465.999960899353,1991.3999199867246,40
3.0,60.0,5,1.5,0.0,0.75,0.9,0.6,40,289.99996185302734,2628.79987955093,856.5000295639038,3220.0000047683716,38
12.0,90.0,3,0.5,0.5,0.75,0.55,0.95,40,120.00012397766113,836.200201511383,500.499963760376,2042.6501870155303,40
8.0,60.0,3,2.5,0.5,0.7,1.0,0.4,40,487.99991607666016,3333.400106430052,420.0000762939453,2879.600048065185,30
12.0,80.0,5,0.5,0.9,0.7,0.75,0.65,40,87.99993991851807,3061.0000371932915,207.99994468688965,5463.100051879884,39
8.0,80.0,7,4.0,0.0,0.675,1.0,0.35,40,720.9999561309814,5073.1999874114945,716.0000801086426,4412.000083923337,29
8.0,30.0,3,0.5,0.0,0.5,1.0,0.0,40,151.99995040893555,1623.950195312499,325.9998559951782,4220.0000286102295,38
16.0,30.0,3,1.5,0.3,0.8,0.95,0.65,40,261.99984550476074,2390.0000333786006,556.999921798706,2459.2999458312993,39
3.0,60.0,1,1.0,0.3,0.675,1.0,0.35,40,289.99996185302734,3018.549954891205,748.0001449584961,2935.9999656677237,37
12.0,30.0,10,1.5,0.3,0.875,0.85,0.9,40,285.9998941421509,1487.3999714851377,615.9999370574951,3023.0000495910663,39
12.0,45.0,7,0.5,0.9,0.8,0.95,0.65,40,85.99996566772461,2377.2000908851624,252.000093460083,2377.2000908851624,40
3.0,90.0,3,1.0,0.3,0.675,1.0,0.35,40,205.9999704360962,2686.4500045776344,703.9998769760132,2440.8501386642456,38
16.0,90.0,10,1.5,0.5,0.55,1.0,0.1,40,275.99990367889404,2751.6499519348076,287.99986839294434,4074.500012397758,35
3.0,45.0,10,1.0,0.0,0.7,1.0,0.4,40,201.99990272521973,2319.6000933647106,848.50013256073,3185.249924659729,36
12.0,90.0,10,0.5,0.7,0.6,0.9,0.3,40,168.00010204315186,976.7999649047842,421.9999313354492,1845.9999442100486,40
16.0,90.0,1,4.0,0.9,0.5,0.0,1.0,40,445.99997997283936,781.7501306533813,445.99997997283936,781.7501306533813,20
16.0,60.0,1,0.5,0.3,0.5,0.0,1.0,40,74.00000095367432,4796.000003814697,59.999942779541016,180.00006675720215,21
25.0,45.0,7,1.5,0.3,0.525,1.0,0.05,40,308.0000877380371,5229.500174522401,287.99986839294434,4949.800062179565,33
25.0,60.0,7,1.0,0.3,0.75,0.95,0.55,40,184.00001525878906,1185.7500433921807,775.999903678894,2809.7998857498155,38
12.0,30.0,7,2.5,0.7,0.825,0.85,0.8,40,481.9999933242798,3173.0001330375667,621.0000514984131,3581.7999362945548,37
12.0,90.0,7,1.0,0.7,0.8,0.8,0.8,40,184.00001525878906,1191.0499811172472,402.5000333786011,1533.800160884857,38
16.0,80.0,7,0.5,0.3,0.575,0.95,0.2,40,184.00001525878906,873.0001091957083,319.99993324279785,3837.4000310897836,39
16.0,45.0,5,1.0,0.7,0.65,1.0,0.3,40,180.00006675720215,2425.8000373840337,395.9999084472656,2857.000017166138,39
3.0,90.0,1,1.5,0.9,0.625,1.0,0.25,40,216.00008010864258,4705.3999423980695,187.99996376037598,3909.000062942504,29
3.0,80.0,5,2.5,0.7,0.725,0.95,0.5,40,466.0000801086426,3781.0001373291016,466.0000801086426,3629.350078105926,34
25.0,60.0,10,1.5,0.3,0.625,0.95,0.3,40,285.9998941421509,2546.0499644279425,855.9999465942383,4512.199974060059,35
8.0,45.0,3,1.5,0.3,0.675,1.0,0.35,40,267.99988746643066,3478.1999826431293,740.0000095367432,3020.6000566482535,35
12.0,60.0,1,4.0,0.5,0.575,0.15,1.0,40,619.999885559082,5006.199860572814,575.9999752044678,3601.800107955932,23
16.0,80.0,5,1.0,0.9,0.625,0.95,0.3,40,184.00001525878906,5760.20002365112,182.0000410079956,6209.149944782257,34
25.0,80.0,10,1.5,0.3,0.525,1.0,0.05,40,256.0000419616699,3586.2000465393066,740.0000095367432,5781.5001010894775,31
16.0,90.0,10,2.5,0.7,0.65,1.0,0.3,40,391.9999599456787,3832.999897003173,389.99998569488525,4719.749927520748,34
8.0,45.0,3,4.0,0.7,0.575,1.0,0.15,40,676.0001182556152,5093.449974060057,608.9999675750732,4636.100006103516,27
12.0,45.0,3,4.0,0.7,0.775,0.75,0.8,40,671.9999313354492,3623.399972915647,796.0000038146973,3710.600042343139,33
25.0,90.0,1,4.0,0.3,0.6,0.35,0.85,40,781.0001373291016,4753.199911117551,833.9999914169312,5124.249970912932,28
3.0,60.0,10,0.5,0.5,0.625,0.9,0.35,40,283.9999198913574,1111.8001103401168,399.99985694885254,1688.9001131057742,39
3.0,90.0,3,0.5,0.9,0.575,1.0,0.15,40,76.00009441375732,3662.000036239619,82.00013637542725,5259.750020503997,34
16.0,45.0,1,4.0,0.7,0.5,0.0,1.0,40,445.99997997283936,781.7501306533813,445.99997997283936,781.7501306533813,20
25.0,80.0,3,1.5,0.7,0.625,0.3,0.95,40,296.00000381469727,3662.600135803222,487.99991607666016,4091.0000801086426,31
12.0,80.0,7,4.0,0.3,0.825,0.85,0.8,40,608.5000038146973,2727.850079536437,1304.0000200271606,4352.450120449066,32
8.0,80.0,10,2.5,0.7,0.6,1.0,0.2,40,514.0000581741333,4732.249915599823,420.0000762939453,4185.99989414215,30
16.0,45.0,10,1.5,0.7,0.725,1.0,0.45,40,216.00008010864258,2609.6998691558847,267.99988746643066,2799.3999481201145,37
3.0,60.0,5,4.0,0.9,0.55,0.95,0.15,40,1472.9998111724854,6004.4000148773175,1149.0001678466797,4536.199903488158,25
16.0,90.0,3,0.5,0.0,0.55,0.9,0.2,40,157.99987316131592,840.8501505851746,459.99979972839355,3144.6000337600717,39
8.0,60.0,5,0.5,0.3,0.5,1.0,0.0,40,222.00000286102295,2207.9499602317765,222.00000286102295,4150.500118732452,36
16.0,30.0,3,2.5,0.3,0.8,0.95,0.65,40,480.0000190734863,3220.20013332367,487.99991607666016,3221.0000276565547,35
16.0,30.0,1,1.5,0.7,0.5,0.0,1.0,40,164.49999809265137,292.2000527381897,164.49999809265137,292.2000527381897,20
25.0,90.0,10,2.5,0.5,0.55,1.0,0.1,40,452.0001411437988,5666.200017929075,386.00003719329834,4740.999937057495,26
12.0,90.0,3,2.5,0.3,0.7,0.55,0.85,40,608.0000400543213,2691.4000034332275,852.9999256134033,3811.8000268936144,35
25.0,80.0,5,0.5,0.7,0.6,0.9,0.3,40,87.99993991851807,1780.1999688148499,323.99988174438477,3107.249903678887,40
3.0,90.0,3,1.5,0.7,0.7,1.0,0.4,40,256.0000419616699,3252.100157737733,271.99995517730713,3318.2501196861267,36
3.0,80.0,10,2.5,0.0,0.7,0.95,0.45,40,540.0002002716064,3212.9001379013066,884.0000629425049,3611.6000652313232,33
8.0,30.0,10,1.5,0.3,0.675,1.0,0.35,40,380.00011444091797,3478.1999826431293,380.00011444091797,4108.599901199339,35
12.0,60.0,5,0.5,0.7,0.725,0.65,0.8,40,112.00010776519775,936.0001206397999,292.0001745223999,1324.1999864578243,40
8.0,60.0,7,1.0,0.0,0.6,1.0,0.2,40,216.00008010864258,2407.000017166141,452.0001411437988,4111.800098419186,35
12.0,45.0,10,2.5,0.5,0.875,0.9,0.85,40,485.9999418258667,2723.4500527381883,667.9999828338623,3867.499971389772,39
12.0,80.0,5,0.5,0.0,0.775,0.85,0.7,40,175.99999904632568,590.0498270988463,389.9998664855957,2101.599991321561,40
12.0,60.0,7,1.5,0.9,0.875,0.8,0.95,40,289.99996185302734,3291.2001132965083,709.0001106262207,3436.800003051756,37
8.0,60.0,5,1.0,0.9,0.575,1.0,0.15,40,155.99989891052246,4881.500005722046,151.99995040893555,4918.749999999997,30
3.0,45.0,1,1.0,0.5,0.675,1.0,0.35,40,195.9998607635498,2120.100045204163,384.0000629425049,2168.2001113891597,37
3.0,90.0,5,1.5,0.9,0.6,1.0,0.2,40,216.00008010864258,5052.000093460081,187.99996376037598,5363.00010681152,29
12.0,60.0,7,0.5,0.9,0.75,0.6,0.9,40,95.99995613098145,2451.700115203858,272.0000743865967,2983.000028133392,38
25.0,80.0,3,2.5,0.9,0.6,0.2,1.0,40,351.99999809265137,3846.5999603271484,351.99999809265137,3725.8000373840323,25
3.0,80.0,1,0.5,0.5,0.55,1.0,0.1,40,167.9999828338623,1977.9501318931552,295.9998846054077,3728.350114822386,38
25.0,90.0,3,0.5,0.9,0.525,0.05,1.0,40,80.00016212463379,3208.500027656555,83.99999141693115,4028.799939155573,30
12.0,80.0,1,0.5,0.5,0.5,0.0,1.0,40,88.00005912780762,5070.99986076355,83.99999141693115,4913.200008869168,28
12.0,90.0,1,2.5,0.7,0.525,0.05,1.0,40,276.0000228881836,5493.799972534175,279.9999713897705,4078.7998676300044,24
8.0,60.0,5,4.0,0.9,0.475,0.95,0.0,40,622.5000619888306,6897.999942302704,603.9999723434448,4056.600034236908,22
3.0,90.0,1,1.0,0.0,0.675,1.0,0.35,40,185.99998950958252,3038.599956035613,651.9999504089355,3276.800155639646,37
25.0,45.0,1,1.5,0.0,0.575,0.2,0.95,40,294.0000295639038,2551.850008964536,883.9998245239258,3267.0000791549683,31
3.0,45.0,10,2.5,0.5,0.725,1.0,0.45,40,452.0001411437988,3192.200040817259,466.0000801086426,3297.4500417709346,32
25.0,90.0,3,4.0,0.3,0.575,0.2,0.95,40,805.0000667572021,3866.9999480247493,1388.4998559951782,5245.000004768372,26
25.0,60.0,7,2.5,0.5,0.525,0.75,0.3,40,509.0000629425049,3864.20006752014,733.0000400543213,4900.20010471344,32
16.0,30.0,3,1.0,0.3,0.8,1.0,0.6,40,174.50010776519775,1094.4001078605645,366.00005626678467,2785.6001138687093,40
12.0,60.0,7,1.0,0.3,0.85,0.75,0.95,40,202.00002193450928,1036.5500450134273,416.0001277923584,1749.200057983399,39
25.0,90.0,1,4.0,0.7,0.5,0.25,0.75,40,740.0000095367432,3787.000060081482,740.0000095367432,3897.7000474929782,23
12.0,90.0,10,2.5,0.5,0.8,0.9,0.7,40,485.9999418258667,2806.2000870704637,638.0000114440918,3327.000081539154,36
8.0,60.0,7,4.0,0.5,0.675,0.95,0.4,40,676.0001182556152,4137.399995326995,622.5000619888306,3738.000059127807,28
16.0,80.0,5,0.5,0.7,0.5,0.9,0.1,40,179.9999475479126,3466.200065612792,283.9999198913574,5809.050118923187,38
3.0,45.0,5,0.5,0.7,0.525,1.0,0.05,40,139.99998569488525,4144.800031185149,216.00008010864258,3176.2000083923326,37
25.0,90.0,7,2.5,0.3,0.55,1.0,0.1,40,667.9999828338623,4244.599962234496,667.9999828338623,4500.999927520752,31
12.0,45.0,10,1.5,0.5,0.9,0.9,0.9,40,261.9999647140503,1593.45004558563,631.9999694824219,2511.4499568939173,40
25.0,45.0,3,1.5,0.9,0.55,0.45,0.65,40,1272.0000743865967,4317.7999496459925,1252.000093460083,4126.800012588501,33
8.0,30.0,10,0.5,0.7,0.5,1.0,0.0,40,108.00004005432129,4397.00005054474,92.00000762939453,5235.000014305115,36
12.0,30.0,10,4.0,0.3,0.875,0.95,0.8,40,628.000020980835,3240.3999924659693,720.9999561309814,2803.9000749588004,35
8.0,45.0,10,4.0,0.3,0.7,1.0,0.4,40,716.0000801086426,4618.200063705444,676.0001182556152,4215.600085258482,30
8.0,90.0,10,2.5,0.0,0.7,1.0,0.4,40,452.0001411437988,3220.1999902725224,480.0000190734863,3178.499937057495,31
25.0,60.0,1,4.0,0.5,0.525,0.2,0.85,40,652.9998779296875,2174.9999999999995,717.0000076293945,3881.7999958991986,24
16.0,80.0,10,0.5,0.0,0.55,1.0,0.1,40,137.99989223480225,858.350098133087,819.9999332427979,5313.200044631955,37
12.0,60.0,5,2.5,0.0,0.775,0.7,0.85,40,491.9999837875366,2238.6500835418688,1031.000018119812,3964.2000555992104,34
3.0,30.0,5,2.5,0.3,0.675,1.0,0.35,40,480.0000190734863,3954.7998905181735,452.0001411437988,3158.500075340271,31
8.0,30.0,10,0.5,0.3,0.5,1.0,0.0,40,169.99995708465576,2618.349885940548,277.99999713897705,4220.0000286102295,38
25.0,80.0,5,2.5,0.5,0.65,0.95,0.35,40,386.00003719329834,4024.5999813079834,480.0000190734863,3715.000033378601,31
12.0,80.0,1,4.0,0.3,0.625,0.25,1.0,40,590.0000333786011,4936.199843883513,584.0001106262207,3316.200113296504,25
3.0,60.0,7,0.5,0.5,0.65,0.9,0.4,40,265.9999132156372,1089.9498820304855,440.000057220459,1688.9001131057742,39
8.0,45.0,10,2.5,0.0,0.7,1.0,0.4,40,667.9999828338623,3943.799996376041,466.0000801086426,2845.4000592231746,30
12.0,45.0,5,4.0,0.0,0.825,0.85,0.8,40,696.4999437332153,4583.9999079704285,1016.0000324249268,3095.0000286102295,31
16.0,30.0,7,1.0,0.5,0.8,1.0,0.6,40,182.0000410079956,1439.4500613212501,456.00008964538574,2387.000012397769,39
16.0,80.0,1,1.0,0.3,0.5,0.0,1.0,40,92.00000762939453,196.0000991821289,88.00005912780762,184.60001945495608,20
3.0,80.0,7,1.0,0.0,0.8,1.0,0.6,40,180.00006675720215,2321.3000535964998,886.5001201629639,3577.999997138976,38
8.0,30.0,10,1.0,0.0,0.625,1.0,0.25,40,182.0000410079956,3019.5999741554247,567.9998397827148,3576.9999980926486,37
12.0,45.0,10,0.5,0.0,0.9,1.0,0.8,40,126.00016593933105,588.4001016616819,375.99992752075195,2057.2499990463257,40
3.0,45.0,5,0.5,0.3,0.525,1.0,0.05,40,177.99997329711914,2347.6000547409017,374.500036239624,3422.79999256134,38
25.0,45.0,7,1.5,0.5,0.5,1.0,0.0,40,416.0001277923584,5114.600133895873,340.0000333786011,4720.399868488312,32
16.0,90.0,3,1.5,0.9,0.75,0.95,0.55,40,261.9999647140503,5255.250012874602,255.99992275238037,5370.75001001358,36
12.0,60.0,7,0.5,0.7,0.725,0.6,0.85,40,175.99999904632568,1324.1999864578243,292.0001745223999,1509.400010108946,40
8.0,80.0,7,1.5,0.9,0.55,1.0,0.1,40,187.99996376037598,6453.1999588012695,184.00001525878906,4653.300142288208,27
3.0,45.0,1,0.5,0.0,0.65,1.0,0.3,40,184.00001525878906,1217.6000714302063,492.0001029968262,2114.1000509262085,39
16.0,30.0,7,1.0,0.9,0.675,1.0,0.35,40,191.9999122619629,3563.9999508857727,191.9999122619629,3996.000111103058,36
3.0,90.0,1,0.5,0.5,0.575,1.0,0.15,40,222.00000286102295,2961.600053310392,383.9998245239258,3394.999980926514,39
8.0,30.0,7,1.5,0.0,0.725,1.0,0.45,40,380.00011444091797,3478.1999826431293,560.0000619888306,3653.550100326536,34
16.0,60.0,1,1.0,0.3,0.5,0.0,1.0,40,108.00004005432129,3719.7999238967877,88.00005912780762,184.60001945495608,20
16.0,80.0,3,1.0,0.5,0.825,0.95,0.7,40,191.9999122619629,1209.6000432968121,452.0001411437988,2249.399948120118,39
16.0,60.0,5,0.5,0.7,0.6,1.0,0.2,40,90.00003337860107,1641.6500449180585,252.000093460083,3941.800022125247,39
16.0,60.0,5,1.5,0.0,0.8,1.0,0.6,40,251.99997425079346,1510.1999759674056,977.9999256134033,3353.099882602689,38
12.0,30.0,5,0.5,0.0,0.85,1.0,0.7,40,93.99998188018799,580.2001595497131,409.9998474121094,1453.2501339912415,40
12.0,60.0,1,2.5,0.0,0.525,0.1,0.95,40,490.00000953674316,4278.749990463254,391.9999599456787,2912.000036239623,25
16.0,60.0,10,1.5,0.0,0.825,1.0,0.65,40,275.99990367889404,1495.1999783515923,1000.0,3623.099970817568,39
16.0,45.0,10,0.5,0.9,0.55,1.0,0.1,40,87.99993991851807,4810.750067234039,82.00013637542725,3585.4000210762015,32
3.0,30.0,10,4.0,0.0,0.7,1.0,0.4,40,671.9999313354492,4795.400047302245,716.0000801086426,3901.0000228881836,31
3.0,90.0,7,0.5,0.0,0.575,0.95,0.2,40,164.0000343322754,1450.9999632835386,383.99994373321533,3194.2501068115234,36
