hpf,lpf,harmonics,window_s,ema_alpha,accuracy,L_accuracy,R_accuracy,n_trials,lat_first_p50_ms,lat_first_p95_ms,lat_sus_p50_ms,lat_sus_p95_ms,lat_sus_n
8.0,45.0,10,1.0,0.0,0.65,1.0,0.3,40,185.99998950958252,2122.4500417709346,475.9998321533203,4179.100084304807,34
12.0,30.0,5,1.5,0.3,0.9,0.9,0.9,40,285.9998941421509,1487.3999714851377,615.9999370574951,2993.0000543594374,39
8.0,45.0,7,0.5,0.7,0.5,1.0,0.0,40,116.00005626678467,3870.2000141143794,95.99995613098145,2957.1000099182093,35
8.0,90.0,3,4.0,0.9,0.5,1.0,0.0,40,608.5000038146973,7185.9999895095825,595.9999561309814,2167.9999828338623,21
8.0,60.0,1,0.5,0.9,0.5,1.0,0.0,40,87.99982070922852,5283.000087738036,82.00013637542725,4130.950140953061,30
16.0,45.0,5,2.5,0.3,0.775,1.0,0.55,40,483.99996757507324,2802.200078964234,1050.0000715255737,3327.000081539154,36
16.0,60.0,3,0.5,0.5,0.675,1.0,0.35,40,110.00001430511475,935.2001309394833,195.99997997283936,2463.400053977965,40
3.0,45.0,3,1.0,0.9,0.675,1.0,0.35,40,184.00001525878906,3845.549929141996,191.9999122619629,4653.0500411987305,34
12.0,90.0,10,2.5,0.3,0.8,0.9,0.7,40,612.0001077651978,2806.2000870704637,957.0000171661377,3636.2000703811646,35
25.0,60.0,1,2.5,0.5,0.575,0.2,0.95,40,480.0000190734863,4598.599958419796,384.0000629425049,3103.500008583069,27
8.0,60.0,1,2.5,0.7,0.7,1.0,0.4,40,480.0000190734863,3081.8000316619873,420.0000762939453,3095.6000685691824,30
25.0,80.0,3,0.5,0.3,0.475,0.05,0.9,40,184.00001525878906,1195.6500172615044,208.00018310546875,3721.0000991821244,37
16.0,45.0,7,1.5,0.0,0.75,1.0,0.5,40,287.9999876022339,1409.0499997138977,578.0000686645508,2659.999907016754,36
25.0,45.0,7,1.0,0.0,0.525,1.0,0.05,40,191.9999122619629,1308.2501530647264,187.99996376037598,1944.19994354248,29
25.0,45.0,5,1.0,0.7,0.5,1.0,0.0,40,180.00006675720215,5025.000095367432,164.0000343322754,2019.5999741554256,30
12.0,30.0,10,2.5,0.7,0.825,0.85,0.8,40,485.9999418258667,3173.0001330375667,487.99991607666016,3335.399866104124,37
8.0,90.0,1,2.5,0.9,0.6,1.0,0.2,40,388.0000114440918,5896.3999271392795,384.0000629425049,4913.699960708618,27
8.0,80.0,1,4.0,0.9,0.5,1.0,0.0,40,622.5000619888306,6245.749950408936,622.5000619888306,5433.050119876858,24
16.0,45.0,5,4.0,0.3,0.725,1.0,0.45,40,740.0000095367432,4382.999968528748,884.0000629425049,4221.000051498413,33
8.0,80.0,7,2.5,0.0,0.7,1.0,0.4,40,638.0000114440918,3173.0001330375667,547.9999780654907,3024.9500274658203,32
16.0,30.0,5,1.0,0.5,0.775,1.0,0.55,40,182.0000410079956,1645.6000685691756,456.00008964538574,3222.2002029418964,39
3.0,60.0,1,1.5,0.9,0.6,1.0,0.2,40,226.0000705718994,5364.849901199341,226.0000705718994,4658.749926090236,30
16.0,80.0,3,1.5,0.0,0.825,0.9,0.75,40,318.5000419616699,1440.60012102127,883.9998245239258,2681.7999839782715,37
12.0,60.0,5,0.5,0.3,0.75,0.7,0.8,40,184.00001525878906,757.7499747276306,402.4999141693115,1410.4001045227033,40
25.0,60.0,10,1.0,0.0,0.675,0.95,0.4,40,182.0000410079956,1091.250109672546,748.0001449584961,3929.7999858856087,37
12.0,45.0,3,0.5,0.5,0.9,0.85,0.95,40,166.0001277923584,856.0499548912048,316.0001039505005,1497.2000002861012,40
3.0,45.0,10,4.0,0.0,0.65,0.85,0.45,40,664.4999980926514,4164.000034332275,1891.9999599456787,4272.200059890745,29
25.0,60.0,3,1.0,0.9,0.625,0.3,0.95,40,119.99988555908203,3518.1999444961507,169.00014877319336,4716.59994125366,35
3.0,90.0,7,2.5,0.5,0.625,1.0,0.25,40,388.0000114440918,3823.399972915647,454.0001153945923,3856.849920749664,32
3.0,90.0,1,4.0,0.7,0.65,0.95,0.35,40,676.0001182556152,4313.400089740753,676.0001182556152,4156.000137329101,28
16.0,80.0,7,0.5,0.7,0.525,0.95,0.1,40,125.99992752075195,3718.8000082969666,347.99981117248535,5313.200044631955,37
16.0,80.0,3,1.5,0.3,0.8,0.9,0.7,40,310.50002574920654,2113.850104808806,933.9998960494995,2748.5999464988704,38
25.0,80.0,7,4.0,0.7,0.55,0.95,0.15,40,608.0000400543213,4099.199962615964,603.9999723434448,3137.750017642974,24
25.0,90.0,7,1.0,0.7,0.6,1.0,0.2,40,180.00006675720215,2670.2000617980952,182.0000410079956,5318.250060081481,32
3.0,30.0,1,2.5,0.0,0.75,1.0,0.5,40,480.0000190734863,2919.69997882843,1622.5000619888306,3024.8000264167786,34
3.0,30.0,10,1.5,0.5,0.675,1.0,0.35,40,261.99984550476074,6154.200053215027,287.99986839294434,4652.899932861326,35
16.0,45.0,3,1.5,0.0,0.85,0.95,0.75,40,305.9999942779541,1457.599854469299,628.000020980835,2725.79995393753,38
8.0,45.0,5,1.0,0.9,0.55,1.0,0.1,40,151.99995040893555,4803.650081157683,151.99995040893555,4803.650081157683,30
3.0,80.0,7,0.5,0.3,0.65,1.0,0.3,40,131.99996948242188,1615.2500391006465,383.9998245239258,4033.3999633789067,39
3.0,30.0,7,2.5,0.7,0.675,1.0,0.35,40,388.0000114440918,3560.6000423431396,386.00003719329834,3467.7999734878535,30
8.0,30.0,1,1.0,0.3,0.675,1.0,0.35,40,155.99989891052246,3454.8999071121216,389.9998664855957,3617.9501414299,38
25.0,45.0,7,2.5,0.7,0.55,1.0,0.1,40,420.0000762939453,5631.2000632286035,378.00002098083496,3123.0000853538513,26
8.0,80.0,7,0.5,0.9,0.5,1.0,0.0,40,55.9999942779541,2634.80005264282,55.9999942779541,2634.80005264282,23
25.0,60.0,3,1.5,0.9,0.6,0.35,0.85,40,438.0000829696655,4912.40005493164,292.00005531311035,2777.1999835968018,29
8.0,90.0,7,1.5,0.9,0.55,1.0,0.1,40,185.99998950958252,5946.200025081632,162.00006008148193,4670.750141143799,26
25.0,60.0,10,1.0,0.5,0.675,0.95,0.4,40,182.0000410079956,2644.100129604332,284.0001583099365,4244.999980926513,37
16.0,90.0,3,1.0,0.5,0.775,0.8,0.75,40,182.0000410079956,1184.2000126838684,404.5001268386841,1921.6499924659722,40
3.0,90.0,7,1.0,0.0,0.6,0.95,0.25,40,216.00008010864258,2914.8999929428105,703.9998769760132,3086.999893188476,38
3.0,45.0,10,0.5,0.5,0.575,1.0,0.15,40,200.00004768371582,2624.999880790707,391.9999599456787,3398.1999874114995,39
12.0,60.0,3,2.5,0.5,0.75,0.6,0.9,40,483.99996757507324,3159.7999811172494,724.000096321106,3639.400064945221,34
16.0,45.0,1,0.5,0.7,0.5,0.0,1.0,40,57.99996852874756,92.20000505447389,57.99996852874756,92.20000505447389,20
3.0,45.0,10,1.0,0.7,0.675,1.0,0.35,40,191.9999122619629,3457.799863815306,233.9998483657837,2405.00009059906,36
16.0,80.0,5,1.5,0.9,0.675,1.0,0.35,40,236.00006103515625,4874.100065231322,236.00006103515625,4997.999930381774,35
3.0,80.0,5,2.5,0.3,0.725,0.95,0.5,40,483.99996757507324,3234.850132465362,1077.9999494552612,3611.150062084198,34
12.0,45.0,7,2.5,0.3,0.85,0.85,0.85,40,485.9999418258667,2723.4500527381883,812.4998807907104,3807.5499534606915,40
8.0,45.0,7,4.0,0.7,0.575,1.0,0.15,40,622.5000619888306,4752.599954605102,608.9999675750732,4636.100006103516,27
8.0,60.0,3,1.0,0.0,0.625,1.0,0.25,40,195.9998607635498,3781.300187110902,396.0001468658447,4179.100084304807,34
16.0,90.0,7,2.5,0.9,0.575,1.0,0.15,40,388.0000114440918,6885.999917984009,378.00002098083496,4556.149959564209,28
16.0,80.0,5,0.5,0.3,0.525,0.9,0.15,40,101.99999809265137,787.6499295234678,319.99993324279785,5205.10003566742,39
12.0,90.0,7,4.0,0.7,0.75,0.75,0.75,40,718.500018119812,4103.999972343444,884.0000629425049,4136.199951171874,33
16.0,90.0,1,1.5,0.9,0.5,0.0,1.0,40,164.49999809265137,292.2000527381897,164.49999809265137,292.2000527381897,20
16.0,60.0,10,1.5,0.7,0.8,1.0,0.6,40,216.00008010864258,2942.599844932557,261.99984550476074,3079.349875450134,38
3.0,90.0,5,1.0,0.5,0.65,0.95,0.35,40,195.9998607635498,2942.0999765396123,783.9999198913574,3349.3998527526874,39
3.0,45.0,3,2.5,0.5,0.725,1.0,0.45,40,483.99996757507324,3564.149999618525,452.0001411437988,2838.5000228881836,31
12.0,45.0,1,1.0,0.0,0.5,0.0,1.0,40,184.00001525878906,3101.8000602722145,184.00001525878906,3466.0000562667847,28
25.0,45.0,5,1.0,0.3,0.5,1.0,0.0,40,184.00001525878906,1658.799886703491,184.00001525878906,3241.8000102043134,32
12.0,30.0,1,2.5,0.0,0.525,0.1,0.95,40,487.99991607666016,3775.4000186920152,496.0000514984131,3372.9999065399165,27
25.0,60.0,5,2.5,0.9,0.5,0.8,0.2,40,452.0001411437988,6125.400114059447,388.0000114440918,4607.749938964844,26
3.0,60.0,5,2.5,0.7,0.775,0.95,0.6,40,378.00002098083496,3236.3998770713783,480.0000190734863,3259.5000028610193,35
12.0,60.0,10,1.0,0.7,0.875,0.85,0.9,40,158.500075340271,1169.6499109268182,371.9998598098755,1847.0501422882076,40
3.0,45.0,3,4.0,0.7,0.7,1.0,0.4,40,716.0000801086426,5032.999992370605,636.0001564025879,3958.599996566772,29
8.0,90.0,7,4.0,0.3,0.65,1.0,0.3,40,790.0000810623169,4798.800015449523,718.500018119812,4365.750086307523,30
16.0,90.0,7,1.5,0.5,0.675,1.0,0.35,40,245.99993228912354,2397.1999883651724,567.9998397827148,3801.99999809264,37
16.0,30.0,1,4.0,0.7,0.5,0.0,1.0,40,445.99997997283936,781.7501306533813,445.99997997283936,781.7501306533813,20
8.0,30.0,1,1.5,0.7,0.725,1.0,0.45,40,236.00006103515625,4525.499987602235,287.99986839294434,3875.599956512446,37
8.0,45.0,1,1.0,0.5,0.65,1.0,0.3,40,187.99996376037598,2605.8001041412335,191.9999122619629,3558.750092983246,36
25.0,80.0,5,1.0,0.5,0.65,0.85,0.45,40,184.00001525878906,1416.9999122619618,399.99985694885254,2303.4000396728443,37
8.0,30.0,5,4.0,0.7,0.625,1.0,0.25,40,636.0001564025879,4835.500001907349,608.5000038146973,4482.800018787383,28
25.0,90.0,3,1.0,0.3,0.6,0.25,0.95,40,176.00011825561523,1517.8001403808605,190.00005722045898,2933.9500665664664,32
8.0,45.0,10,1.0,0.9,0.55,1.0,0.1,40,151.99995040893555,4803.650081157683,151.99995040893555,4803.650081157683,30
8.0,45.0,1,4.0,0.0,0.725,1.0,0.45,40,694.0000057220459,5139.549982547757,671.9999313354492,4183.000087738037,31
12.0,60.0,3,2.5,0.7,0.7,0.55,0.85,40,595.9999561309814,3572.999930381775,608.0000400543213,3606.5999507904053,33
25.0,90.0,5,0.5,0.7,0.55,0.9,0.2,40,83.99999141693115,1887.800002098077,187.99996376037598,4222.299957275393,39
25.0,80.0,7,0.5,0.5,0.575,1.0,0.15,40,84.0001106262207,1422.7501511573782,452.0001411437988,5518.7999248504575,37
3.0,30.0,5,1.5,0.5,0.675,1.0,0.35,40,261.99984550476074,6154.200053215027,287.99986839294434,4652.899932861326,35
25.0,80.0,10,1.0,0.0,0.575,1.0,0.15,40,254.00006771087646,1469.5500612258902,545.9998846054077,4910.0000858306885,36
25.0,80.0,1,1.5,0.5,0.575,0.2,0.95,40,347.9999303817749,2622.85007238388,783.9999198913574,2999.849867820739,32
16.0,45.0,7,1.5,0.9,0.6,1.0,0.2,40,236.00006103515625,4194.600009918213,216.00008010864258,4021.000027656555,31
8.0,45.0,5,4.0,0.0,0.725,1.0,0.45,40,730.4999828338623,4798.750042915344,676.0001182556152,4215.600085258482,30
12.0,30.0,7,4.0,0.3,0.9,0.95,0.85,40,628.000020980835,3240.3999924659693,730.4999828338623,3052.000045776367,36
12.0,90.0,5,4.0,0.7,0.675,0.7,0.65,40,847.9998111724854,3769.999980926508,1016.0000324249268,4534.200000762939,33
12.0,90.0,10,4.0,0.3,0.8,0.9,0.7,40,718.500018119812,4065.0000214576717,740.0000095367432,3509.0000629425035,33
3.0,60.0,10,4.0,0.3,0.675,0.7,0.65,40,730.4999828338623,4636.59987449646,768.0000066757202,4974.999952316283,32
3.0,30.0,1,1.5,0.5,0.75,1.0,0.5,40,287.99986839294434,2272.9000568389893,1152.9998779296875,3591.899991035465,39
8.0,30.0,7,2.5,0.7,0.725,1.0,0.45,40,386.00003719329834,3515.0000095367427,420.0000762939453,3515.0000095367427,32
16.0,90.0,7,1.5,0.9,0.65,1.0,0.3,40,202.00002193450928,5776.0499715805045,185.99998950958252,3543.799960613249,30
12.0,90.0,3,1.5,0.7,0.8,0.65,0.95,40,269.9999809265137,2069.9498772621155,395.9999084472656,2281.1000347137433,35
12.0,45.0,5,1.5,0.9,0.825,0.85,0.8,40,483.99996757507324,4097.450053691864,633.9999437332153,4122.700059413907,40
3.0,90.0,5,1.0,0.9,0.6,0.95,0.25,40,161.99994087219238,4950.000047683716,157.99999237060547,3811.9999885559077,32
3.0,60.0,10,2.5,0.9,0.625,0.8,0.45,40,388.0000114440918,4379.400014877318,487.99991607666016,4164.999961853027,31
16.0,30.0,3,0.5,0.0,0.5,1.0,0.0,40,184.00001525878906,761.0498189926145,549.9999523162842,3181.200039386749,40
16.0,45.0,1,2.5,0.9,0.5,0.0,1.0,40,233.99996757507324,484.59997177124023,233.99996757507324,484.59997177124023,20
12.0,45.0,3,4.0,0.0,0.8,0.75,0.85,40,730.4999828338623,4583.9999079704285,884.0000629425049,3095.0000286102295,31
12.0,30.0,7,4.0,0.5,0.85,0.9,0.8,40,619.999885559082,3987.7999544143677,740.0000095367432,3161.400032043455,35
8.0,90.0,10,4.0,0.5,0.65,1.0,0.3,40,718.500018119812,4838.5499477386475,622.5000619888306,4280.8000802993765,28
3.0,30.0,5,0.5,0.7,0.525,1.0,0.05,40,95.99995613098145,3979.4000625610356,95.99995613098145,5258.799982070923,37
25.0,60.0,7,4.0,0.5,0.55,0.8,0.3,40,636.0001564025879,5537.399959564207,1684.000015258789,4854.100012779236,27
12.0,30.0,5,2.5,0.3,0.875,0.9,0.85,40,454.0001153945923,2182.749998569488,846.500039100647,3861.7500305175768,38
12.0,80.0,7,4.0,0.7,0.85,0.9,0.8,40,720.9999561309814,4122.300028800965,1171.9999313354492,4122.8000998497,34
12.0,30.0,1,1.0,0.3,0.5,0.0,1.0,40,187.99996376037598,3518.8999176025395,184.00001525878906,3480.4999828338623,31
12.0,30.0,1,4.0,0.7,0.55,0.1,1.0,40,619.999885559082,5763.000035285948,564.0000104904175,4682.200145721435,24
8.0,90.0,1,4.0,0.7,0.625,0.95,0.3,40,716.0000801086426,4409.000039100647,636.0001564025879,4701.599979400634,29
8.0,60.0,1,0.5,0.7,0.5,1.0,0.0,40,236.00006103515625,4546.600127220154,139.99998569488525,3302.000033855437,34
3.0,80.0,7,1.5,0.7,0.7,0.95,0.45,40,271.9998359680176,3189.10000324249,287.99986839294434,3686.500024795528,35
16.0,90.0,10,0.5,0.0,0.5,1.0,0.0,40,177.99997329711914,1489.800131320953,208.0000638961792,4463.000118732452,36
3.0,90.0,5,4.0,0.0,0.675,0.95,0.4,40,908.000111579895,4792.050051689148,740.0000095367432,4672.800064086913,29
16.0,60.0,3,1.5,0.9,0.75,0.95,0.55,40,536.0000133514404,3845.7999229431134,608.0000400543213,4364.099979400633,35
12.0,80.0,3,2.5,0.0,0.775,0.75,0.8,40,614.5000457763672,1699.749994277953,1217.0000076293945,3676.5999555587728,35
12.0,60.0,1,1.5,0.9,0.5,0.0,1.0,40,188.50016593933105,4625.149929523464,188.50016593933105,4625.149929523464,22
16.0,45.0,10,1.0,0.3,0.675,1.0,0.35,40,182.0000410079956,2190.79999923706,447.9999542236328,2245.79999446869,39
25.0,80.0,10,1.0,0.3,0.525,1.0,0.05,40,191.9999122619629,1905.0499916076608,424.0000247955322,5060.000121593475,36
3.0,80.0,7,1.0,0.9,0.65,1.0,0.3,40,151.99995040893555,4817.199993133544,184.00001525878906,4817.199993133544,34
8.0,60.0,10,1.5,0.5,0.675,1.0,0.35,40,277.9998779296875,3270.799970626831,245.99993228912354,4079.6000003814684,32
25.0,45.0,3,1.5,0.0,0.65,0.6,0.7,40,285.9998941421509,1469.6498632431023,1220.0000286102295,3678.249955177307,36
25.0,80.0,1,1.0,0.7,0.525,0.2,0.85,40,182.0000410079956,3033.999979496002,184.00001525878906,4488.999962806702,31
25.0,80.0,7,1.0,0.3,0.575,0.95,0.2,40,176.5000820159912,1905.0499916076608,373.9999532699585,5060.000121593475,36
16.0,45.0,1,4.0,0.0,0.5,0.0,1.0,40,508.00013542175293,796.0000038146973,445.99997997283936,781.7501306533813,20
8.0,90.0,5,1.0,0.7,0.575,1.0,0.15,40,167.9999828338623,3517.800045013427,167.9999828338623,3517.800045013427,33
3.0,45.0,7,1.5,0.5,0.675,1.0,0.35,40,267.99988746643066,2567.7998781204224,267.99988746643066,2435.7999324798575,35
25.0,60.0,3,1.5,0.7,0.625,0.35,0.9,40,294.0000295639038,3350.949871540066,881.0000419616699,4618.599987030029,35
8.0,30.0,1,1.5,0.9,0.65,1.0,0.3,40,187.99996376037598,3833.000063896179,187.99996376037598,4597.0001220703125,31
8.0,90.0,10,0.5,0.9,0.5,1.0,0.0,40,52.00004577636719,4124.199938774103,52.00004577636719,4124.199938774103,23
16.0,60.0,10,0.5,0.5,0.6,1.0,0.2,40,104.00009155273438,1057.3499798774717,333.9998722076416,2844.799935817716,40
16.0,45.0,10,1.5,0.5,0.775,1.0,0.55,40,202.00002193450928,2179.4001102447496,289.99996185302734,2691.0499811172485,38
12.0,90.0,1,0.5,0.5,0.5,0.0,1.0,40,84.0001106262207,3777.799987792966,80.00016212463379,6131.400108337402,27
16.0,80.0,7,2.5,0.7,0.775,0.9,0.65,40,481.9999933242798,3168.200039863585,667.9999828338623,3789.0000104904166,35
16.0,80.0,10,1.0,0.9,0.65,1.0,0.3,40,180.00006675720215,4996.799945831293,167.9999828338623,5176.399946212766,33
8.0,30.0,7,4.0,0.9,0.5,1.0,0.0,40,603.9999723434448,6873.999893665314,595.9999561309814,6275.500059127806,23
16.0,45.0,5,1.5,0.9,0.6,1.0,0.2,40,236.00006103515625,4194.600009918213,216.00008010864258,4021.000027656555,31
12.0,80.0,3,1.0,0.5,0.825,0.7,0.95,40,223.9999771118164,1403.0001163482652,564.0000104904175,2063.399863243102,40
16.0,90.0,7,1.5,0.0,0.675,1.0,0.35,40,226.0000705718994,926.1500358581517,760.9999179840088,3562.0000362396113,37
8.0,30.0,5,0.5,0.0,0.5,1.0,0.0,40,151.99995040893555,1623.950195312499,299.9999523162842,4220.0000286102295,38
25.0,45.0,7,1.0,0.3,0.525,1.0,0.05,40,184.00001525878906,1499.2001295089715,195.9998607635498,4725.0001430511475,33
8.0,90.0,3,0.5,0.0,0.5,1.0,0.0,40,199.99992847442627,1641.0500884056091,166.00000858306885,4504.800045490261,30
8.0,90.0,7,0.5,0.3,0.5,1.0,0.0,40,199.99992847442627,3900.6000161170905,92.00000762939453,4949.999952316283,30
25.0,90.0,10,1.5,0.0,0.575,1.0,0.15,40,308.0000877380371,2855.4000139236464,299.9999523162842,4374.199843406677,27
16.0,45.0,10,0.5,0.7,0.525,1.0,0.05,40,87.99993991851807,2187.4500155448914,196.0000991821289,3885.400140285488,40
12.0,80.0,1,0.5,0.0,0.5,0.0,1.0,40,168.00010204315186,2442.8000211715657,152.00018882751465,3666.999936103821,27
8.0,45.0,1,1.5,0.7,0.7,1.0,0.4,40,261.99984550476074,3159.999966621399,255.99980354309082,3065.800046920776,33
25.0,60.0,1,0.5,0.7,0.5,0.05,0.95,40,180.00006675720215,4238.000059127805,266.00003242492676,4962.200081348418,34
3.0,45.0,5,4.0,0.5,0.7,0.95,0.45,40,664.4999980926514,4805.4500341415405,657.0000648498535,4441.800022125242,29
8.0,60.0,1,1.0,0.9,0.6,1.0,0.2,40,161.99994087219238,4341.400027275085,155.99989891052246,4345.0000286102295,31
3.0,45.0,5,2.5,0.0,0.725,1.0,0.45,40,480.0000190734863,2704.60011959076,667.9999828338623,3613.0000352859497,31
3.0,45.0,3,4.0,0.9,0.55,1.0,0.1,40,622.5000619888306,6723.24992418289,608.5000038146973,4227.600002288817,24
25.0,80.0,7,4.0,0.0,0.575,0.95,0.2,40,730.4999828338623,4634.250044822693,863.9999628067017,3425.9999990463257,26
3.0,45.0,1,1.5,0.5,0.725,1.0,0.45,40,283.9999198913574,2700.999951362611,1156.499981880188,3713.3499979972803,38
8.0,60.0,7,4.0,0.3,0.7,1.0,0.4,40,716.0000801086426,4001.000070571899,676.0001182556152,4365.750086307523,30
12.0,45.0,3,1.0,0.3,0.825,0.8,0.85,40,176.5000820159912,1130.15010356903,630.4999589920044,1804.350125789641,40
3.0,60.0,5,1.5,0.5,0.8,0.95,0.65,40,255.99980354309082,2102.5001049041753,955.9999704360962,2440.000069141386,38
8.0,45.0,1,2.5,0.3,0.675,0.95,0.4,40,667.9999828338623,3972.5998401641878,452.0001411437988,3282.5000286102295,31
16.0,90.0,5,4.0,0.7,0.65,0.95,0.35,40,718.500018119812,5105.549991130827,718.500018119812,4991.850042343139,32
12.0,30.0,10,1.5,0.5,0.9,0.9,0.9,40,285.9998941421509,2384.3500375747676,582.4999809265137,2471.4499592781053,40
12.0,60.0,3,1.0,0.5,0.8,0.65,0.95,40,195.99997997283936,1386.800110340118,367.999792098999,1860.800123214722,39
8.0,45.0,10,4.0,0.9,0.5,1.0,0.0,40,599.9999046325684,6932.400083541868,575.9999752044678,3989.150035381316,22
8.0,30.0,1,2.5,0.0,0.7,1.0,0.4,40,487.99991607666016,3943.799996376041,480.0000190734863,2896.1997985839835,33
3.0,45.0,5,2.5,0.9,0.6,1.0,0.2,40,384.0000629425049,5355.99989891052,378.00002098083496,4581.349968910217,28
25.0,90.0,3,4.0,0.9,0.45,0.1,0.8,40,616.5000200271606,6250.549948215485,552.0000457763672,3104.4999837875325,19
16.0,60.0,3,1.5,0.0,0.9,0.95,0.85,40,275.99990367889404,1484.1999650001526,983.9999675750732,3294.6001291275024,39
16.0,80.0,5,4.0,0.9,0.525,0.95,0.1,40,1000.0,5941.350018978119,730.4999828338623,5250.2499461173975,24
8.0,60.0,5,0.5,0.7,0.5,1.0,0.0,40,207.99994468688965,3950.6001472473135,95.99995613098145,4088.6001110076895,33
8.0,30.0,5,2.5,0.9,0.525,1.0,0.05,40,384.0000629425049,6014.600038528441,378.00002098083496,6048.400044441222,28
16.0,90.0,1,1.0,0.9,0.5,0.0,1.0,40,88.00005912780762,184.60001945495608,88.00005912780762,184.60001945495608,20
16.0,60.0,5,1.0,0.7,0.75,1.0,0.5,40,148.00000190734863,2644.1999673843384,180.00006675720215,2787.7001047134404,39
16.0,60.0,3,4.0,0.0,0.7,0.8,0.6,40,1065.999984741211,3927.9999971389766,1399.9998569488525,4009.000062942505,31
8.0,60.0,1,1.0,0.0,0.65,1.0,0.3,40,185.99998950958252,1839.9499893188472,368.0001497268677,3024.749994277954,36
3.0,80.0,5,2.5,0.0,0.75,0.95,0.55,40,480.0000190734863,3845.7000255584753,1216.0000801086426,3611.6000652313232,33
12.0,90.0,3,4.0,0.9,0.5,0.35,0.65,40,2691.999912261963,5164.199972152708,1898.5000848770142,4725.650060176849,28
8.0,90.0,1,0.5,0.9,0.5,1.0,0.0,40,80.00016212463379,3711.5999698638875,85.99996566772461,4396.050012111664,28
12.0,30.0,7,1.0,0.7,0.875,0.9,0.85,40,176.5000820159912,1729.2500734329217,288.00010681152344,1984.3499422073362,40
16.0,90.0,3,2.5,0.9,0.65,0.85,0.45,40,1241.9999837875366,6097.800016403197,1095.9999561309814,5472.999930381775,31
25.0,60.0,5,1.0,0.7,0.7,0.95,0.45,40,184.00001525878906,3002.900004386907,580.0001621246338,2875.400018692012,37
12.0,45.0,5,1.5,0.5,0.9,0.9,0.9,40,285.9998941421509,1593.45004558563,587.9999399185181,2511.4499568939173,40
25.0,60.0,10,4.0,0.7,0.525,0.85,0.2,40,1395.9999084472656,5084.999990463256,1255.9999227523804,4859.250009059906,26
25.0,90.0,7,1.5,0.0,0.65,1.0,0.3,40,281.99994564056396,2225.200116634365,671.9999313354492,4782.600021362304,29
25.0,45.0,10,4.0,0.7,0.475,0.9,0.05,40,622.5000619888306,5753.049945831298,575.9999752044678,3684.8500370979323,20
8.0,80.0,3,1.5,0.0,0.675,1.0,0.35,40,289.99996185302734,2557.649958133691,740.0000095367432,2913.7999534606924,33
12.0,80.0,5,2.5,0.7,0.775,0.8,0.75,40,547.9999780654907,3313.7998580932613,667.9999828338623,3335.399866104124,37
16.0,90.0,7,0.5,0.9,0.525,1.0,0.05,40,84.0001106262207,6164.000034332275,76.00009441375732,2911.0499858856197,28
25.0,90.0,1,1.0,0.9,0.55,0.2,0.9,40,184.00001525878906,3546.050000190735,184.00001525878906,4448.000133037565,30
25.0,90.0,7,0.5,0.5,0.475,0.95,0.0,40,84.0001106262207,2710.0000619888274,208.00018310546875,4213.799858093261,33
25.0,60.0,7,4.0,0.9,0.4,0.7,0.1,40,954.5000791549683,5680.000066757202,954.5000791549683,4638.050079345703,20
25.0,45.0,5,1.0,0.9,0.5,1.0,0.0,40,118.00003051757812,4526.999914646144,116.00017547607422,4590.999889373775,23
12.0,60.0,5,4.0,0.9,0.55,0.5,0.6,40,1891.9999599456787,5051.999950408935,2406.999945640564,5190.749967098235,28
16.0,60.0,7,0.5,0.0,0.675,1.0,0.35,40,101.99999809265137,609.0500354766845,389.99998569488525,2250.800037384029,40
8.0,90.0,5,4.0,0.7,0.575,1.0,0.15,40,676.0001182556152,4752.599954605102,622.5000619888306,4632.450008392333,28
12.0,30.0,3,4.0,0.3,0.9,0.95,0.85,40,628.000020980835,3240.3999924659693,730.4999828338623,3069.2000389099117,34
12.0,30.0,3,0.5,0.7,0.875,0.95,0.8,40,92.00000762939453,1329.0499806404105,206.00008964538574,1785.350120067596,40
3.0,90.0,5,1.5,0.7,0.625,0.95,0.3,40,287.99986839294434,3522.100114822388,484.00020599365234,3102.7001380920397,35
16.0,30.0,7,2.5,0.7,0.75,0.95,0.55,40,483.99996757507324,3662.199831008911,480.0000190734863,3372.5998163223253,35
3.0,45.0,1,1.0,0.9,0.7,1.0,0.4,40,174.00002479553223,3882.24995136261,191.9999122619629,3975.5499601364118,34
16.0,60.0,5,0.5,0.9,0.6,1.0,0.2,40,83.9998722076416,5788.400125503539,83.99999141693115,6029.749929904938,36
16.0,45.0,10,4.0,0.7,0.7,1.0,0.4,40,716.0000801086426,4940.999984741209,718.500018119812,4329.649925231934,32
16.0,30.0,10,4.0,0.0,0.825,1.0,0.65,40,720.9999561309814,3556.200051307679,906.000018119812,3578.650104999542,34
3.0,45.0,3,2.5,0.0,0.725,1.0,0.45,40,485.9999418258667,3171.400141716003,1055.999994277954,3108.5000038146973,31
25.0,45.0,3,1.0,0.0,0.7,0.65,0.75,40,338.5000228881836,1121.9501018524168,783.9999198913574,3543.7999010086073,39
16.0,45.0,5,1.0,0.5,0.65,1.0,0.3,40,182.0000410079956,2399.6000885963426,196.0000991821289,2317.799925804139,39
12.0,45.0,7,1.0,0.7,0.9,0.95,0.85,40,174.50010776519775,2000.7999539375292,437.999963760376,2014.3499493598918,40
8.0,80.0,1,0.5,0.9,0.475,0.95,0.0,40,82.00013637542725,5911.19997501373,76.00009441375732,5179.999887943268,26
